證券代號,證券名稱,外陸資買進股數(不含外資自營商),外陸資賣出股數(不含外資自營商),外陸資買賣超股數(不含外資自營商),外資自營商買進股數,外資自營商賣出股數,外資自營商買賣超股數,投信買進股數,投信賣出股數,投信買賣超股數,自營商買賣超股數,自營商買進股數(自行買賣),自營商賣出股數(自行買賣),自營商買賣超股數(自行買賣),自營商買進股數(避險),自營商賣出股數(避險),自營商買賣超股數(避險),三大法人買賣超股數
063341,T50正2中信64購05,0,0,0,0,0,0,0,0,0,"557,000",0,0,0,"662,000","105,000","557,000","557,000"
030996,大成鋼元大58購02,0,0,0,0,0,0,0,0,0,"555,000",0,0,0,"691,000","136,000","555,000","555,000"
064316,台灣50凱基5B購06,0,0,0,0,0,0,0,0,0,"554,000",0,0,0,"554,000",0,"554,000","554,000"
057192,啟碁統一72購01  ,0,0,0,0,0,0,0,0,0,"554,000",0,0,0,"661,000","107,000","554,000","554,000"
067510,鴻海元大63購11  ,0,0,0,0,0,0,0,0,0,"553,000",0,0,0,"569,000","16,000","553,000","553,000"
055500,同欣電富邦5B購01,0,0,0,0,0,0,0,0,0,"551,000",0,0,0,"563,000","12,000","551,000","551,000"
063437,啟碁元大64購03  ,0,0,0,0,0,0,0,0,0,"550,000",0,0,0,"595,000","45,000","550,000","550,000"
058420,長興元大59購01  ,0,0,0,0,0,0,0,0,0,"549,000",0,0,0,"1,351,000","802,000","549,000","549,000"
3047,訊舟            ,"667,000","99,000","568,000",0,0,0,0,0,0,"-20,000","9,000","29,000","-20,000",0,0,0,"548,000"
054611,可寧衛群益61購03,0,0,0,0,0,0,0,0,0,"548,000",0,0,0,"548,000",0,"548,000","548,000"
065605,台股增富邦61購01,0,0,0,0,0,0,0,0,0,"547,000",0,0,0,"812,000","265,000","547,000","547,000"
6426,統新            ,"865,308","336,000","529,308",0,0,0,0,0,0,"17,227","17,227",0,"17,227",0,0,0,"546,535"
065945,宏致元大5B購02  ,0,0,0,0,0,0,0,0,0,"546,000",0,0,0,"599,000","53,000","546,000","546,000"
3312,弘憶股          ,"977,000","421,452","555,548",0,0,0,0,0,0,"-10,000",0,"7,000","-7,000",0,"3,000","-3,000","545,548"
065553,盟立國票5B購01  ,0,0,0,0,0,0,0,0,0,"545,000",0,0,0,"728,000","183,000","545,000","545,000"
00989A,主動摩根美國科技,"879,000",0,"879,000",0,0,0,0,0,0,"-334,967",0,0,0,"1,868,105","2,203,072","-334,967","544,033"
054463,矽統統一61購03  ,0,0,0,0,0,0,0,0,0,"544,000",0,0,0,"607,000","63,000","544,000","544,000"
03146T,台股增凱基5C售02,0,0,0,0,0,0,0,0,0,"542,000",0,0,0,"603,000","61,000","542,000","542,000"
1904,正隆            ,"800,000","265,086","534,914",0,0,0,0,0,0,"6,624","27,624","21,000","6,624",0,0,0,"541,538"
2308,台達電          ,"7,009,285","7,154,899","-145,614",0,0,0,"170,009","423,300","-253,291","939,711","818,160","148,325","669,835","365,055","95,179","269,876","540,806"
2476,鉅祥            ,"1,911,000","1,306,000","605,000",0,0,0,0,0,0,"-65,661","14,000","11,707","2,293","88,411","156,365","-67,954","539,339"
033639,技嘉統一58購01  ,0,0,0,0,0,0,0,0,0,"537,000",0,0,0,"1,017,000","480,000","537,000","537,000"
00663L,國泰臺灣加權正2 ,"999,000","166,000","833,000",0,0,0,0,0,0,"-296,042",0,0,0,"2,211,240","2,507,282","-296,042","536,958"
065251,南亞科台新5A購04,0,0,0,0,0,0,0,0,0,"536,000",0,0,0,"543,000","7,000","536,000","536,000"
2379,瑞昱            ,"2,274,078","1,496,302","777,776",0,0,0,"43,000","279,000","-236,000","-6,002","15,100",710,"14,390","33,752","54,144","-20,392","535,774"
6215,和椿            ,"1,086,020","664,400","421,620",0,0,0,0,0,0,"114,102",0,"1,388","-1,388","143,006","27,516","115,490","535,722"
066187,中信金元大5B購01,0,0,0,0,0,0,0,0,0,"535,000",0,0,0,"535,000",0,"535,000","535,000"
047518,南亞凱基59購03  ,0,0,0,0,0,0,0,0,0,"533,000",0,0,0,"574,000","41,000","533,000","533,000"
040685,昇貿元大5A購02  ,0,0,0,0,0,0,0,0,0,"533,000",0,0,0,"535,000","2,000","533,000","533,000"
4551,智伸科          ,"817,026","552,015","265,011",0,0,0,"230,000",0,"230,000","37,976","3,077","5,492","-2,415","47,391","7,000","40,391","532,987"
08822U,臺股指元大5B售14,0,0,0,0,0,0,0,0,0,"532,000",0,0,0,"732,000","200,000","532,000","532,000"
1326,台化            ,"4,575,548","4,155,169","420,379",0,0,0,0,0,0,"111,129","40,000",0,"40,000","124,060","52,931","71,129","531,508"
052685,今國光統一61購02,0,0,0,0,0,0,0,0,0,"531,000",0,0,0,"544,000","13,000","531,000","531,000"
061507,元日2X元大5A購01,0,0,0,0,0,0,0,0,0,"530,000",0,0,0,"629,000","99,000","530,000","530,000"
048152,中信金富邦57購01,0,0,0,0,0,0,0,0,0,"528,000",0,0,0,"528,000",0,"528,000","528,000"
065894,緯穎凱基5B購08  ,0,0,0,0,0,0,0,0,0,"528,000",0,0,0,"546,000","18,000","528,000","528,000"
065501,台積電元大5B購08,0,0,0,0,0,0,0,0,0,"527,000",0,0,0,"531,000","4,000","527,000","527,000"
066891,鴻海元大61購18  ,0,0,0,0,0,0,0,0,0,"526,000",0,0,0,"526,000",0,"526,000","526,000"
03008T,臺股指元大5A售29,0,0,0,0,0,0,0,0,0,"526,000",0,0,0,"526,000",0,"526,000","526,000"
053870,菱生國票58購02  ,0,0,0,0,0,0,0,0,0,"526,000",0,0,0,"529,000","3,000","526,000","526,000"
08520U,臺股指凱基5A售28,0,0,0,0,0,0,0,0,0,"525,000",0,0,0,"851,000","326,000","525,000","525,000"
052676,世芯統一5C購02  ,0,0,0,0,0,0,0,0,0,"524,000",0,0,0,"783,000","259,000","524,000","524,000"
059177,鴻海元大61購10  ,0,0,0,0,0,0,0,0,0,"524,000",0,0,0,"525,000","1,000","524,000","524,000"
064157,晶技統一74購01  ,0,0,0,0,0,0,0,0,0,"522,000",0,0,0,"647,000","125,000","522,000","522,000"
049289,台新金富邦56購02,0,0,0,0,0,0,0,0,0,"520,000",0,0,0,"520,000",0,"520,000","520,000"
059861,臺股指統一59購01,0,0,0,0,0,0,0,0,0,"520,000",0,0,0,"531,000","11,000","520,000","520,000"
062499,嘉澤元大5A購05  ,0,0,0,0,0,0,0,0,0,"519,000",0,0,0,"528,000","9,000","519,000","519,000"
061905,台達電元大59購05,"3,000",0,"3,000",0,0,0,0,0,0,"515,000",0,0,0,"527,000","12,000","515,000","518,000"
067097,楠梓電元大5B購01,0,0,0,0,0,0,0,0,0,"518,000",0,0,0,"538,000","20,000","518,000","518,000"
064619,南亞科元大5A購03,0,0,0,0,0,0,0,0,0,"515,000",0,0,0,"715,000","200,000","515,000","515,000"
03247T,臺股指富邦5B售14,0,0,0,0,0,0,0,0,0,"515,000",0,0,0,"519,000","4,000","515,000","515,000"
059601,康普國票5A購02  ,0,0,0,0,0,0,0,0,0,"514,000",0,0,0,"515,000","1,000","514,000","514,000"
060013,佳必琪富邦5B購01,0,0,0,0,0,0,0,0,0,"513,000",0,0,0,"539,000","26,000","513,000","513,000"
034059,世芯群益58購03  ,0,0,0,0,0,0,0,0,0,"511,000",0,0,0,"511,000",0,"511,000","511,000"
057909,國精化國票5A購01,0,0,0,0,0,0,0,0,0,"509,000",0,0,0,"509,000",0,"509,000","509,000"
064944,台積電元大5B購05,0,0,0,0,0,0,0,0,0,"509,000",0,0,0,"1,406,000","897,000","509,000","509,000"
052383,漢唐元大61購02  ,0,0,0,0,0,0,0,0,0,"509,000",0,0,0,"2,476,000","1,967,000","509,000","509,000"
060120,緯穎元富5C購02  ,0,0,0,0,0,0,0,0,0,"508,000",0,0,0,"578,000","70,000","508,000","508,000"
2359,所羅門          ,"1,130,200","715,150","415,050",0,0,0,0,0,0,"92,896","39,064","8,784","30,280","80,060","17,444","62,616","507,946"
009801,中信美國創新科技,"354,000","7,000","347,000",0,0,0,0,0,0,"160,592",0,0,0,"380,708","220,116","160,592","507,592"
055307,昇貿群益58購04  ,0,0,0,0,0,0,0,0,0,"507,000",0,0,0,"588,000","81,000","507,000","507,000"
044130,漢唐元大58購03  ,0,0,0,0,0,0,0,0,0,"506,000",0,0,0,"758,000","252,000","506,000","506,000"
063780,亞翔元大63購01  ,0,0,0,0,0,0,0,0,0,"506,000",0,0,0,"654,000","148,000","506,000","506,000"
057552,華通永豐5C購01  ,0,0,0,0,0,0,0,0,0,"506,000",0,0,0,"525,000","19,000","506,000","506,000"
00633L,富邦上証正2     ,"382,000","293,000","89,000",0,0,0,0,0,0,"416,934",0,0,0,"1,149,193","732,259","416,934","505,934"
3413,京鼎            ,"802,348","313,000","489,348",0,0,0,"25,000","22,000","3,000","12,896",0,"4,000","-4,000","47,788","30,892","16,896","505,244"
063611,台積電元大5B購04,0,0,0,0,0,0,0,0,0,"505,000",0,0,0,"619,000","114,000","505,000","505,000"
2542,興富發          ,"4,972,000","4,459,342","512,658",0,0,0,"9,000",0,"9,000","-17,449","4,000","4,000",0,"26,000","43,449","-17,449","504,209"
2014,中鴻            ,"1,513,000","1,004,000","509,000",0,0,0,0,0,0,"-5,000","8,000","13,000","-5,000",0,0,0,"504,000"
3025,星通            ,"686,000","177,000","509,000",0,0,0,0,0,0,"-5,837","1,382","7,219","-5,837",0,0,0,"503,163"
065072,臻鼎永豐5B購03  ,0,0,0,0,0,0,0,0,0,"502,000",0,0,0,"1,114,000","612,000","502,000","502,000"
066639,鴻海元大5C購08  ,0,0,0,0,0,0,0,0,0,"501,000",0,0,0,"514,000","13,000","501,000","501,000"
052834,力成凱基59購04  ,0,0,0,0,0,0,0,0,0,"501,000",0,0,0,"501,000",0,"501,000","501,000"
5521,工信            ,"2,413,000","1,909,000","504,000",0,0,0,0,0,0,"-3,064","3,000","6,064","-3,064",0,0,0,"500,936"
057108,大成鋼元大58購08,0,0,0,0,0,0,0,0,0,"500,000",0,0,0,"604,000","104,000","500,000","500,000"
050629,漢唐元大56購24  ,0,0,0,0,0,0,0,0,0,"500,000",0,0,0,"500,000",0,"500,000","500,000"
1582,信錦            ,"878,000","446,200","431,800",0,0,0,0,0,0,"67,708",0,"18,000","-18,000","86,708","1,000","85,708","499,508"
061897,元債2X元大5C購01,0,0,0,0,0,0,0,0,0,"499,000",0,0,0,"499,000",0,"499,000","499,000"
054320,大亞永豐58購01  ,0,0,0,0,0,0,0,0,0,"499,000",0,0,0,"499,000",0,"499,000","499,000"
067098,鴻海元大5C購11  ,0,0,0,0,0,0,0,0,0,"499,000",0,0,0,"500,000","1,000","499,000","499,000"
050528,立積統一59購01  ,0,0,0,0,0,0,0,0,0,"499,000",0,0,0,"499,000",0,"499,000","499,000"
061041,創見元大59購10  ,0,0,0,0,0,0,0,0,0,"498,000",0,0,0,"586,000","88,000","498,000","498,000"
044737,建準元大58購02  ,0,0,0,0,0,0,0,0,0,"498,000",0,0,0,"499,000","1,000","498,000","498,000"
063411,金像電元大61購04,0,0,0,0,0,0,0,0,0,"496,000",0,0,0,"751,000","255,000","496,000","496,000"
049148,富世達元大56購20,0,0,0,0,0,0,0,0,0,"496,000",0,0,0,"496,000",0,"496,000","496,000"
00949,復華日本龍頭    ,"43,000","5,000","38,000",0,0,0,0,0,0,"455,977",0,0,0,"513,250","57,273","455,977","493,977"
059306,長榮元大5A購04  ,0,0,0,0,0,0,0,0,0,"493,000",0,0,0,"553,000","60,000","493,000","493,000"
6742,澤米            ,"2,273,811","1,832,000","441,811",0,0,0,0,0,0,"50,328","51,328","1,000","50,328",0,0,0,"492,139"
08445U,矽統群益5A售01  ,0,0,0,0,0,0,0,0,0,"492,000",0,0,0,"498,000","6,000","492,000","492,000"
054353,士電元大61購01  ,0,0,0,0,0,0,0,0,0,"491,000",0,0,0,"511,000","20,000","491,000","491,000"
1907,永豐餘          ,"627,000","167,000","460,000",0,0,0,0,0,0,"31,000","34,000","3,000","31,000",0,0,0,"491,000"
063921,儒鴻國票5A購01  ,0,0,0,0,0,0,0,0,0,"491,000",0,0,0,"588,000","97,000","491,000","491,000"
066894,台積電元大61購35,0,0,0,0,0,0,0,0,0,"491,000",0,0,0,"499,000","8,000","491,000","491,000"
2383,台光電          ,"1,603,266","1,043,185","560,081",0,0,0,"28,500","143,660","-115,160","45,464","44,801","5,699","39,102","51,620","45,258","6,362","490,385"
030827,大成鋼元大58購01,0,0,0,0,0,0,0,0,0,"490,000",0,0,0,"604,000","114,000","490,000","490,000"
065490,日月光凱基5B購02,0,0,0,0,0,0,0,0,0,"489,000",0,0,0,"603,000","114,000","489,000","489,000"
053342,華新元大57購05  ,0,0,0,0,0,0,0,0,0,"489,000",0,0,0,"499,000","10,000","489,000","489,000"
3149,正達            ,"2,699,000","2,211,000","488,000",0,0,0,0,0,0,67,"11,000","10,933",67,0,0,0,"488,067"
060840,同欣電群益61購01,0,0,0,0,0,0,0,0,0,"488,000",0,0,0,"505,000","17,000","488,000","488,000"
067373,鴻海元大63購10  ,0,0,0,0,0,0,0,0,0,"488,000",0,0,0,"509,000","21,000","488,000","488,000"
4949,有成精密        ,"1,045,023","564,001","481,022",0,0,0,0,0,0,"5,985",0,0,0,"6,442",457,"5,985","487,007"
03999C,臺股指元大5C牛03,0,0,0,0,0,0,0,0,0,"487,000",0,0,0,"492,000","5,000","487,000","487,000"
00757,統一FANG+       ,"247,106","12,221","234,885",0,0,0,0,0,0,"251,758",0,0,0,"675,758","424,000","251,758","486,643"
6869,雲豹能源        ,"559,000","87,000","472,000",0,0,0,0,0,0,"14,127","2,000",0,"2,000","14,509","2,382","12,127","486,127"
049288,裕民富邦59購01  ,0,0,0,0,0,0,0,0,0,"485,000",0,0,0,"485,000",0,"485,000","485,000"
061055,牧德元大59購12  ,0,0,0,0,0,0,0,0,0,"485,000",0,0,0,"562,000","77,000","485,000","485,000"
083545,AES永豐56購01   ,0,0,0,0,0,0,0,0,0,"485,000",0,0,0,"485,000",0,"485,000","485,000"
055167,祥碩元大58購07  ,0,0,0,0,0,0,0,0,0,"485,000",0,0,0,"660,000","175,000","485,000","485,000"
067168,TPK群益5B購01   ,0,0,0,0,0,0,0,0,0,"484,000",0,0,0,"565,000","81,000","484,000","484,000"
2851,中再保          ,"1,259,000","744,000","515,000",0,0,0,0,0,0,"-31,000","1,000","32,000","-31,000",0,0,0,"484,000"
050237,大量凱基56購01  ,0,0,0,0,0,0,0,0,0,"482,000",0,0,0,"538,000","56,000","482,000","482,000"
042137,同欣電國票59購01,0,0,0,0,0,0,0,0,0,"482,000",0,0,0,"482,000",0,"482,000","482,000"
063607,SGBR2X元大5B購03,0,0,0,0,0,0,0,0,0,"482,000",0,0,0,"500,000","18,000","482,000","482,000"
065863,元大金富邦5B購01,0,0,0,0,0,0,0,0,0,"481,000",0,0,0,"630,000","149,000","481,000","481,000"
051595,弘憶股統一59購03,0,0,0,0,0,0,0,0,0,"480,000",0,0,0,"480,000",0,"480,000","480,000"
8016,矽創            ,"927,102","1,174,900","-247,798",0,0,0,"667,000","5,774","661,226","66,434","48,000","6,000","42,000","36,259","11,825","24,434","479,862"
063991,臻鼎元大5A購08  ,0,0,0,0,0,0,0,0,0,"479,000",0,0,0,"576,000","97,000","479,000","479,000"
067104,微星元大5B購02  ,0,0,0,0,0,0,0,0,0,"479,000",0,0,0,"565,000","86,000","479,000","479,000"
051688,亞翔元大5A購02  ,0,0,0,0,0,0,0,0,0,"479,000",0,0,0,"1,244,000","765,000","479,000","479,000"
061629,漢唐元大59購09  ,0,0,0,0,0,0,0,0,0,"478,000",0,0,0,"1,004,000","526,000","478,000","478,000"
3665,貿聯-KY         ,"1,644,457","1,116,389","528,068",0,0,0,"8,000","141,000","-133,000","82,420","54,720","1,000","53,720","31,100","2,400","28,700","477,488"
061545,祥碩元大59購05  ,0,0,0,0,0,0,0,0,0,"477,000",0,0,0,"477,000",0,"477,000","477,000"
1795,美時            ,"1,056,000","651,049","404,951",0,0,0,0,0,0,"71,205",0,0,0,"85,337","14,132","71,205","476,156"
063701,亞翔中信64購01  ,0,0,0,0,0,0,0,0,0,"476,000",0,0,0,"551,000","75,000","476,000","476,000"
058097,同欣電兆豐5B購01,0,0,0,0,0,0,0,0,0,"475,000",0,0,0,"702,000","227,000","475,000","475,000"
066181,聯發科元大5B購16,0,0,0,0,0,0,0,0,0,"472,000",0,0,0,"533,000","61,000","472,000","472,000"
050284,毅嘉統一64購01  ,0,0,0,0,0,0,0,0,0,"472,000",0,0,0,"498,000","26,000","472,000","472,000"
065444,緯穎元大5A購09  ,0,0,0,0,0,0,0,0,0,"470,000",0,0,0,"594,000","124,000","470,000","470,000"
3437,榮創            ,"937,000","479,000","458,000",0,0,0,0,0,0,"12,000","21,000","9,000","12,000",0,0,0,"470,000"
054855,鴻海元大57購07  ,0,0,0,0,0,0,0,0,0,"470,000",0,0,0,"470,000",0,"470,000","470,000"
062703,長榮富邦5C購02  ,0,0,0,0,0,0,0,0,0,"470,000",0,0,0,"470,000",0,"470,000","470,000"
03054T,臺股指富邦5A售17,0,0,0,0,0,0,0,0,0,"469,000",0,0,0,"469,000",0,"469,000","469,000"
058155,台化元大61購03  ,0,0,0,0,0,0,0,0,0,"469,000",0,0,0,"724,000","255,000","469,000","469,000"
1312,國喬            ,"1,544,000","1,168,000","376,000",0,0,0,0,0,0,"92,446","90,000","6,000","84,000","9,447","1,001","8,446","468,446"
2501,國建            ,"841,000","372,000","469,000",0,0,0,0,0,0,"-3,000","4,000","7,000","-3,000",0,0,0,"466,000"
044778,群創統一57購01  ,0,0,0,0,0,0,0,0,0,"465,000",0,0,0,"475,000","10,000","465,000","465,000"
1229,聯華            ,"733,000","292,000","441,000",0,0,0,"34,000",0,"34,000","-11,000",0,0,0,"7,000","18,000","-11,000","464,000"
1612,宏泰            ,"621,021","154,000","467,021",0,0,0,0,"4,423","-4,423","1,053",0,7,-7,"2,060","1,000","1,060","463,651"
3592,瑞鼎            ,"563,267","122,390","440,877",0,0,0,"5,000","1,678","3,322","19,392",0,"1,000","-1,000","21,392","1,000","20,392","463,591"
00635U,期元大S&P黃金   ,"36,150","13,000","23,150",0,0,0,0,0,0,"439,482","36,000",0,"36,000","1,070,518","667,036","403,482","462,632"
00904,新光臺灣半導體30,"41,001","44,000","-2,999",0,0,0,0,0,0,"464,972",0,0,0,"768,638","303,666","464,972","461,973"
063081,貿聯富邦62購01  ,0,0,0,0,0,0,0,0,0,"461,000",0,0,0,"461,000",0,"461,000","461,000"
049322,康舒元富56購03  ,0,0,0,0,0,0,0,0,0,"460,000",0,0,0,"460,000",0,"460,000","460,000"
060614,富鼎凱基59購02  ,0,0,0,0,0,0,0,0,0,"458,000",0,0,0,"478,000","20,000","458,000","458,000"
052802,祥碩統一71購01  ,0,0,0,0,0,0,0,0,0,"458,000",0,0,0,"499,000","41,000","458,000","458,000"
061391,智原中信63購01  ,0,0,0,0,0,0,0,0,0,"458,000",0,0,0,"631,000","173,000","458,000","458,000"
00690,兆豐藍籌30      ,0,"12,000","-12,000",0,0,0,0,0,0,"468,988",0,0,0,"845,271","376,283","468,988","456,988"
6235,華孚            ,"581,098","134,000","447,098",0,0,0,0,0,0,"9,000","9,000",0,"9,000",0,0,0,"456,098"
053978,南亞元大57購07  ,0,0,0,0,0,0,0,0,0,"456,000",0,0,0,"566,000","110,000","456,000","456,000"
063344,台達電中信62購01,0,0,0,0,0,0,0,0,0,"456,000",0,0,0,"518,000","62,000","456,000","456,000"
020031,統一IC設計臺灣N ,0,0,0,0,0,0,0,0,0,"455,000",0,0,0,"466,000","11,000","455,000","455,000"
049483,鴻海凱基57購09  ,0,0,0,0,0,0,0,0,0,"452,000",0,0,0,"465,000","13,000","452,000","452,000"
047855,南亞元大5C購01  ,0,0,0,0,0,0,0,0,0,"451,000",0,0,0,"620,000","169,000","451,000","451,000"
067091,光寶科元大5B購05,0,0,0,0,0,0,0,0,0,"451,000",0,0,0,"453,000","2,000","451,000","451,000"
065061,華邦電永豐65購01,0,0,0,0,0,0,0,0,0,"451,000",0,0,0,"454,000","3,000","451,000","451,000"
065940,晟銘電元大5B購02,0,0,0,0,0,0,0,0,0,"450,000",0,0,0,"485,000","35,000","450,000","450,000"
049122,華航元大56購03  ,0,0,0,0,0,0,0,0,0,"450,000",0,0,0,"450,000",0,"450,000","450,000"
064620,友達元大61購11  ,0,0,0,0,0,0,0,0,0,"450,000",0,0,0,"450,000",0,"450,000","450,000"
2108,南帝            ,"671,200","218,000","453,200",0,0,0,0,0,0,"-4,000",0,"4,000","-4,000",0,0,0,"449,200"
043067,慧洋元大5A購01  ,0,0,0,0,0,0,0,0,0,"448,000",0,0,0,"548,000","100,000","448,000","448,000"
067025,微星元大5B購01  ,0,0,0,0,0,0,0,0,0,"447,000",0,0,0,"652,000","205,000","447,000","447,000"
063940,長興凱基5A購02  ,0,0,0,0,0,0,0,0,0,"446,000",0,0,0,"614,000","168,000","446,000","446,000"
051469,卜蜂元大57購01  ,0,0,0,0,0,0,0,0,0,"445,000",0,0,0,"500,000","55,000","445,000","445,000"
061621,遠東新元大59購01,0,0,0,0,0,0,0,0,0,"445,000",0,0,0,"479,000","34,000","445,000","445,000"
03100T,臺股指台新5A售03,0,0,0,0,0,0,0,0,0,"444,000",0,0,0,"456,000","12,000","444,000","444,000"
057985,楠梓電元大59購02,0,0,0,0,0,0,0,0,0,"444,000",0,0,0,"999,000","555,000","444,000","444,000"
066841,國巨富邦65購03  ,0,0,0,0,0,0,0,0,0,"441,000",0,0,0,"441,000",0,"441,000","441,000"
048586,台虹元大58購02  ,0,0,0,0,0,0,0,0,0,"440,000",0,0,0,"600,000","160,000","440,000","440,000"
063198,智易群益5A購01  ,0,0,0,0,0,0,0,0,0,"440,000",0,0,0,"460,000","20,000","440,000","440,000"
062125,華通群益59購04  ,0,0,0,0,0,0,0,0,0,"439,000",0,0,0,"577,000","138,000","439,000","439,000"
063647,矽格元大5A購08  ,0,0,0,0,0,0,0,0,0,"438,000",0,0,0,"508,000","70,000","438,000","438,000"
067110,創見元大5B購03  ,0,0,0,0,0,0,0,0,0,"438,000",0,0,0,"443,000","5,000","438,000","438,000"
059422,飛捷統一63購01  ,0,0,0,0,0,0,0,0,0,"437,000",0,0,0,"568,000","131,000","437,000","437,000"
061204,上緯控元大59購02,0,0,0,0,0,0,0,0,0,"437,000",0,0,0,"697,000","260,000","437,000","437,000"
051442,今國光統一5C購01,0,0,0,0,0,0,0,0,0,"436,000",0,0,0,"1,241,000","805,000","436,000","436,000"
040607,華新統一58購06  ,0,0,0,0,0,0,0,0,0,"436,000",0,0,0,"470,000","34,000","436,000","436,000"
066914,騰輝電元大5B購01,0,0,0,0,0,0,0,0,0,"436,000",0,0,0,"566,000","130,000","436,000","436,000"
056814,宇隆國票59購02  ,0,0,0,0,0,0,0,0,0,"436,000",0,0,0,"438,000","2,000","436,000","436,000"
049223,台新金中信56購03,0,0,0,0,0,0,0,0,0,"435,000",0,0,0,"435,000",0,"435,000","435,000"
061549,台郡元大59購01  ,0,0,0,0,0,0,0,0,0,"435,000",0,0,0,"510,000","75,000","435,000","435,000"
6176,瑞儀            ,"3,821,050","3,524,200","296,850",0,0,0,"87,000","15,000","72,000","63,643","2,000",0,"2,000","106,080","44,437","61,643","432,493"
056255,立積統一62購03  ,0,0,0,0,0,0,0,0,0,"432,000",0,0,0,"432,000",0,"432,000","432,000"
062896,全科國票5B購01  ,0,0,0,0,0,0,0,0,0,"432,000",0,0,0,"441,000","9,000","432,000","432,000"
3051,力特            ,"666,231","232,000","434,231",0,0,0,0,0,0,"-3,000",0,"3,000","-3,000",0,0,0,"431,231"
066080,FB科技凱基5C購01,0,0,0,0,0,0,0,0,0,"431,000",0,0,0,"451,000","20,000","431,000","431,000"
060056,富鼎凱基59購01  ,0,0,0,0,0,0,0,0,0,"430,000",0,0,0,"450,000","20,000","430,000","430,000"
064125,大立光永豐5A購03,0,0,0,0,0,0,0,0,0,"430,000",0,0,0,"430,000",0,"430,000","430,000"
057436,友達兆豐5B購01  ,0,0,0,0,0,0,0,0,0,"430,000",0,0,0,"480,000","50,000","430,000","430,000"
061332,菱生元大63購01  ,0,0,0,0,0,0,0,0,0,"430,000",0,0,0,"450,000","20,000","430,000","430,000"
03333T,臺股指群益5B售32,0,0,0,0,0,0,0,0,0,"429,000",0,0,0,"494,000","65,000","429,000","429,000"
3003,健和興          ,"547,000","122,200","424,800",0,0,0,0,0,0,"3,624","6,624","3,000","3,624",0,0,0,"428,424"
064974,富世達元大5B購02,0,0,0,0,0,0,0,0,0,"428,000",0,0,0,"804,000","376,000","428,000","428,000"
2491,吉祥全          ,"495,000","69,074","425,926",0,0,0,0,0,0,"2,000","5,000","3,000","2,000",0,0,0,"427,926"
1476,儒鴻            ,"1,435,558","910,727","524,831",0,0,0,0,"107,000","-107,000","9,672","6,000","2,000","4,000","20,624","14,952","5,672","427,503"
051691,力成元大59購02  ,0,0,0,0,0,0,0,0,0,"427,000",0,0,0,"427,000",0,"427,000","427,000"
065212,臻鼎元大5A購15  ,0,0,0,0,0,0,0,0,0,"427,000",0,0,0,"817,000","390,000","427,000","427,000"
051243,京元電統一6C購01,0,0,0,0,0,0,0,0,0,"424,000",0,0,0,"584,000","160,000","424,000","424,000"
056144,台郡元大58購01  ,0,0,0,0,0,0,0,0,0,"423,000",0,0,0,"580,000","157,000","423,000","423,000"
064975,富世達元大5C購01,0,0,0,0,0,0,0,0,0,"422,000",0,0,0,"672,000","250,000","422,000","422,000"
2009,第一銅          ,"563,350","141,020","422,330",0,0,0,0,0,0,"-1,282",0,272,-272,"1,000","2,010","-1,010","421,048"
052574,光寶科群益5C購01,0,0,0,0,0,0,0,0,0,"421,000",0,0,0,"571,000","150,000","421,000","421,000"
6152,百一            ,"459,000","41,000","418,000",0,0,0,0,0,0,"3,000","3,000",0,"3,000",0,0,0,"421,000"
064761,台積電富邦74購01,0,0,0,0,0,0,0,0,0,"421,000",0,0,0,"610,000","189,000","421,000","421,000"
009818,華南永昌NASDAQxT,7,0,7,0,0,0,0,0,0,"419,000",0,0,0,"430,000","11,000","419,000","419,007"
064177,晶技國票5B購02  ,0,0,0,0,0,0,0,0,0,"419,000",0,0,0,"614,000","195,000","419,000","419,000"
060725,創見富邦5B購05  ,0,0,0,0,0,0,0,0,0,"419,000",0,0,0,"427,000","8,000","419,000","419,000"
066596,智邦富邦62購02  ,0,0,0,0,0,0,0,0,0,"419,000",0,0,0,"419,000",0,"419,000","419,000"
067358,啟碁台新5B購04  ,0,0,0,0,0,0,0,0,0,"419,000",0,0,0,"608,000","189,000","419,000","419,000"
03062T,臺股指群益5A售21,0,0,0,0,0,0,0,0,0,"418,000",0,0,0,"579,000","161,000","418,000","418,000"
057894,三集瑞永豐5A購01,0,0,0,0,0,0,0,0,0,"416,000",0,0,0,"416,000",0,"416,000","416,000"
061334,友達元大63購10  ,0,0,0,0,0,0,0,0,0,"416,000",0,0,0,"718,000","302,000","416,000","416,000"
052406,力成元大57購05  ,0,0,0,0,0,0,0,0,0,"415,000",0,0,0,"415,000",0,"415,000","415,000"
065278,鴻海永豐61購03  ,0,0,0,0,0,0,0,0,0,"415,000",0,0,0,"678,000","263,000","415,000","415,000"
061220,漢唐群益5A購04  ,0,0,0,0,0,0,0,0,0,"414,000",0,0,0,"622,000","208,000","414,000","414,000"
9939,宏全            ,"637,000","222,007","414,993",0,0,0,0,"2,405","-2,405","1,030","13,043","12,013","1,030",0,0,0,"413,618"
055905,祥碩元大58購09  ,0,0,0,0,0,0,0,0,0,"411,000",0,0,0,"461,000","50,000","411,000","411,000"
061217,台積電群益5B購08,0,0,0,0,0,0,0,0,0,"411,000",0,0,0,"425,000","14,000","411,000","411,000"
